,id,epoch_second,problem_id,contest_id,user_id,language,point,length,result,execution_time
0,13535908,1590232397,practice_1,abs,Balut,Python (3.4.3),100.0,96,AC,17.0
1,13536708,1590234224,abc086_a,abs,Balut,Python (3.4.3),0.0,93,RE,17.0
2,13536743,1590234267,abc086_a,abs,Balut,Python (3.4.3),100.0,89,AC,17.0
3,13544283,1590243015,abc081_a,abs,Balut,Python (3.4.3),100.0,92,AC,17.0
4,13546657,1590244704,abc081_b,abs,Balut,Python (3.4.3),200.0,288,AC,19.0
5,13547206,1590245461,abc087_b,abs,Balut,Python (3.4.3),200.0,318,AC,45.0
6,13547595,1590246084,abc083_b,abs,Balut,Python (3.4.3),200.0,249,AC,32.0
7,13548153,1590247057,abc088_b,abs,Balut,Python (3.4.3),200.0,266,AC,18.0
8,13548436,1590247623,abc085_b,abs,Balut,Python (3.4.3),200.0,110,AC,17.0
9,13549575,1590250384,abc085_c,abs,Balut,Python (3.4.3),0.0,511,WA,2104.0
10,13549758,1590250899,abc085_c,abs,Balut,Python (3.4.3),300.0,433,AC,524.0
11,13559567,1590295899,abc081_a,abc081,Balut,Python3 (3.4.3),100.0,92,AC,17.0
12,13560015,1590296626,abc139_b,abc139,Balut,PyPy3 (2.4.0),200.0,241,AC,163.0
13,13562752,1590300923,abc156_c,abc156,Balut,PyPy3 (2.4.0),300.0,224,AC,170.0
14,13563999,1590302863,codefestival_2016_qualB_b,code-festival-2016-qualb,Balut,PyPy3 (2.4.0),200.0,509,AC,298.0
15,13564497,1590303643,codefestival_2016_qualB_b,code-festival-2016-qualb,Balut,PyPy3 (2.4.0),200.0,596,AC,184.0
16,13565339,1590304942,sumitb2019_b,sumitrust2019,Balut,PyPy3 (2.4.0),0.0,216,RE,171.0
17,13565505,1590305194,sumitb2019_b,sumitrust2019,Balut,PyPy3 (2.4.0),200.0,344,AC,181.0
18,13567251,1590307790,abc121_b,abc121,Balut,PyPy3 (2.4.0),200.0,371,AC,184.0
19,13567680,1590308477,panasonic2020_b,panasonic2020,Balut,PyPy3 (2.4.0),0.0,105,WA,163.0
20,13567812,1590308701,panasonic2020_b,panasonic2020,Balut,PyPy3 (2.4.0),0.0,109,WA,173.0
21,13567889,1590308834,panasonic2020_b,panasonic2020,Balut,PyPy3 (2.4.0),0.0,166,WA,164.0
22,13572235,1590317340,panasonic2020_b,panasonic2020,Balut,PyPy3 (2.4.0),200.0,170,AC,173.0
23,13572643,1590318418,abc157_b,abc157,Balut,PyPy3 (2.4.0),200.0,941,AC,182.0
24,13572951,1590319187,abc157_b,abc157,Balut,PyPy3 (2.4.0),0.0,763,WA,175.0
25,13573038,1590319419,abc157_b,abc157,Balut,PyPy3 (2.4.0),200.0,952,AC,178.0
26,13573266,1590320032,abc086_b,abc086,Balut,PyPy3 (2.4.0),0.0,187,WA,180.0
27,13573336,1590320181,abc086_b,abc086,Balut,PyPy3 (2.4.0),200.0,186,AC,175.0
28,13573377,1590320290,abc086_b,abc086,Balut,PyPy3 (2.4.0),200.0,169,AC,164.0
29,13573702,1590321003,abc074_b,abc074,Balut,PyPy3 (2.4.0),200.0,279,AC,176.0
30,13573771,1590321172,abc074_b,abc074,Balut,PyPy3 (2.4.0),200.0,271,AC,169.0
31,13578120,1590328492,abc088_b,abc088,Balut,PyPy3 (2.4.0),200.0,254,AC,184.0
32,13578539,1590329276,abc068_b,abc068,Balut,PyPy3 (2.4.0),200.0,218,AC,173.0
33,13578729,1590329674,abc068_b,abc068,Balut,PyPy3 (2.4.0),200.0,160,AC,174.0
34,13579328,1590331029,abc160_c,abc160,Balut,PyPy3 (2.4.0),300.0,259,AC,250.0
35,13595748,1590405090,agc014_a,agc014,Balut,PyPy3 (2.4.0),300.0,402,AC,177.0
36,13616902,1590485347,abc161_c,abc161,Balut,Python (3.8.2),300.0,148,AC,22.0
37,13618703,1590490731,abc168_c,abc168,Balut,Python (3.8.2),300.0,331,AC,24.0
38,13670601,1590677229,agc027_a,agc027,Balut,Python3 (3.4.3),200.0,361,AC,17.0
39,13696536,1590793197,abc132_c,abc132,Balut,Python3 (3.4.3),300.0,243,AC,77.0
40,13724939,1590840961,nomura2020_a,nomura2020,Balut,Python (3.8.2),100.0,180,AC,27.0
41,13728255,1590841732,nomura2020_b,nomura2020,Balut,Python (3.8.2),200.0,92,AC,25.0
42,13737629,1590845247,nomura2020_c,nomura2020,Balut,Python (3.8.2),0.0,212,WA,2206.0
43,13738045,1590845441,nomura2020_a,nomura2020,Balut,Python (3.8.2),0.0,103,RE,23.0
44,13738203,1590845516,nomura2020_c,nomura2020,Balut,Python (3.8.2),0.0,103,WA,41.0
45,13740336,1590846453,nomura2020_c,nomura2020,Balut,PyPy3 (7.3.0),0.0,382,WA,119.0
46,13745704,1590849933,abc162_c,abc162,Balut,PyPy3 (7.3.0),300.0,302,AC,184.0
47,13746349,1590850682,abc164_c,abc164,Balut,PyPy3 (7.3.0),300.0,125,AC,258.0
48,13746536,1590850925,abc163_c,abc163,Balut,PyPy3 (7.3.0),0.0,162,TLE,2208.0
49,13746631,1590851095,abc163_c,abc163,Balut,Python (3.8.2),0.0,162,TLE,2206.0
50,13746956,1590851603,abc163_c,abc163,Balut,PyPy3 (7.3.0),0.0,193,TLE,2208.0
51,13747169,1590851955,abc163_c,abc163,Balut,PyPy3 (7.3.0),300.0,193,AC,219.0
52,13756706,1590894117,abc168_a,abc168,Balut,Python (3.8.2),100.0,148,AC,26.0
53,13796744,1590926957,abc169_a,abc169,Balut,Python (3.8.2),100.0,94,AC,21.0
54,13811490,1590927447,abc169_b,abc169,Balut,Python (3.8.2),200.0,298,AC,46.0
55,13813927,1590927539,abc169_c,abc169,Balut,Python (3.8.2),0.0,101,WA,22.0
56,13816747,1590927652,abc169_c,abc169,Balut,Python (3.8.2),0.0,125,WA,26.0
57,13818857,1590927736,abc169_c,abc169,Balut,Python (3.8.2),0.0,147,WA,24.0
58,13822354,1590927888,abc169_c,abc169,Balut,Python (3.8.2),0.0,123,WA,24.0
59,13836708,1590928627,abc169_c,abc169,Balut,Python (3.8.2),0.0,153,WA,24.0
60,13839691,1590928809,abc169_d,abc169,Balut,Python (3.8.2),0.0,147,RE,24.0
61,13845479,1590929199,abc169_c,abc169,Balut,Python (3.8.2),300.0,148,AC,22.0
62,13872376,1590931565,abc169_d,abc169,Balut,Python (3.8.2),400.0,942,AC,109.0
63,13940918,1591062453,abc167_a,abc167,Balut,Python (3.8.2),0.0,77,RE,21.0
64,13941024,1591062796,abc167_a,abc167,Balut,Python (3.8.2),0.0,77,RE,26.0
65,13941067,1591062982,abc167_a,abc167,Balut,Python (3.8.2),0.0,107,RE,26.0
66,13941102,1591063100,abc167_a,abc167,Balut,Python (3.8.2),100.0,79,AC,24.0
67,13941121,1591063181,abc166_a,abc166,Balut,Python (3.8.2),100.0,64,AC,20.0
68,13941178,1591063363,abc165_a,abc165,Balut,Python (3.8.2),0.0,105,WA,25.0
69,13941203,1591063463,abc165_a,abc165,Balut,Python (3.8.2),0.0,106,WA,21.0
70,13941229,1591063571,abc165_a,abc165,Balut,Python (3.8.2),0.0,169,RE,23.0
71,13941257,1591063675,abc165_a,abc165,Balut,Python (3.8.2),0.0,192,RE,24.0
72,13941286,1591063754,abc165_a,abc165,Balut,Python (3.8.2),0.0,191,WA,24.0
73,13941379,1591063998,abc165_a,abc165,Balut,Python (3.8.2),100.0,152,AC,23.0
74,13941407,1591064079,abc164_a,abc164,Balut,Python (3.8.2),100.0,84,AC,21.0
75,13941447,1591064215,abc163_a,abc163,Balut,Python (3.8.2),0.0,60,WA,21.0
76,13941455,1591064238,abc163_a,abc163,Balut,Python (3.8.2),100.0,62,AC,22.0
77,13976467,1591177917,abc162_a,abc162,Balut,Python (3.8.2),100.0,61,AC,20.0
78,14065060,1591440721,abc161_a,abc161,Balut,Python (3.8.2),0.0,61,RE,26.0
79,14065090,1591440793,abc161_a,abc161,Balut,Python (3.8.2),100.0,66,AC,25.0
80,14065139,1591440939,abc160_a,abc160,Balut,Python3 (3.4.3),100.0,84,AC,17.0
81,14065399,1591441661,abc159_a,abc159,Balut,Python3 (3.4.3),100.0,249,AC,17.0
82,14094759,1591534961,abc158_a,abc158,Balut,Python3 (3.4.3),0.0,77,WA,17.0
83,14094822,1591535030,abc158_a,abc158,Balut,Python3 (3.4.3),0.0,85,WA,17.0
84,14094928,1591535147,abc158_a,abc158,Balut,Python3 (3.4.3),100.0,85,AC,17.0
85,14095258,1591535541,abc157_a,abc157,Balut,Python3 (3.4.3),100.0,53,AC,17.0
86,14095845,1591536257,abc156_a,abc156,Balut,Python3 (3.4.3),100.0,99,AC,17.0
87,14098199,1591539331,APG4b_a,APG4b,Balut,C++14 (GCC 5.4.1),100.0,103,AC,1.0
88,14105506,1591581178,abc139_d,abc139,Balut,Python3 (3.4.3),0.0,49,TLE,2104.0
89,14105566,1591581442,abc139_d,abc139,Balut,Python3 (3.4.3),0.0,53,RE,17.0
90,14105572,1591581476,abc139_d,abc139,Balut,Python3 (3.4.3),400.0,48,AC,17.0
91,14105741,1591582205,abc153_d,abc153,Balut,Python3 (3.4.3),400.0,457,AC,17.0
92,14105838,1591582660,abc155_a,abc155,Balut,Python3 (3.4.3),0.0,125,WA,17.0
93,14105850,1591582710,abc155_a,abc155,Balut,Python3 (3.4.3),100.0,136,AC,17.0
94,14105911,1591582885,abc154_a,abc154,Balut,Python3 (3.4.3),0.0,134,RE,17.0
95,14105938,1591582968,abc154_a,abc154,Balut,Python3 (3.4.3),100.0,125,AC,17.0
96,14105968,1591583083,abc153_a,abc153,Balut,Python3 (3.4.3),0.0,58,WA,17.0
97,14105998,1591583238,abc153_a,abc153,Balut,Python3 (3.4.3),100.0,60,AC,17.0
98,14106022,1591583328,abc152_a,abc152,Balut,Python3 (3.4.3),100.0,76,AC,17.0
99,14115064,1591615973,abc114_a,abc114,Balut,Python3 (3.4.3),100.0,172,AC,17.0
100,14126305,1591663823,abc151_a,abc151,Balut,Python3 (3.4.3),100.0,96,AC,17.0
101,14126325,1591663934,abc150_a,abc150,Balut,Python3 (3.4.3),0.0,76,RE,17.0
102,14126348,1591664020,abc150_a,abc150,Balut,Python3 (3.4.3),100.0,82,AC,17.0
103,14141512,1591712360,abc149_a,abc149,Balut,Python3 (3.4.3),100.0,41,AC,17.0
104,14167967,1591839255,abc169_a,abc169,Balut,Python (3.8.2),100.0,154,AC,23.0
105,14169802,1591847989,abc169_a,abc169,Balut,Python (3.8.2),100.0,154,AC,25.0
106,14172675,1591859510,abc156_b,abc156,Balut,Python3 (3.4.3),200.0,292,AC,17.0
107,14172951,1591860453,abc142_c,abc142,Balut,Python3 (3.4.3),0.0,266,TLE,2108.0
108,14173097,1591860859,abc142_c,abc142,Balut,Python3 (3.4.3),0.0,247,TLE,2108.0
109,14173195,1591861136,abc142_c,abc142,Balut,PyPy3 (2.4.0),0.0,221,TLE,2107.0
110,14173775,1591862777,abc142_c,abc142,Balut,Python3 (3.4.3),300.0,250,AC,72.0
111,14187292,1591927365,abc148_a,abc148,Balut,Python3 (3.4.3),100.0,84,AC,17.0
112,14187366,1591927720,APG4b_cv,APG4b,Balut,C++14 (GCC 5.4.1),100.0,135,AC,1.0
113,14187428,1591928039,APG4b_cu,APG4b,Balut,C++14 (GCC 5.4.1),100.0,143,AC,1.0
114,14187465,1591928207,APG4b_ct,APG4b,Balut,C++14 (GCC 5.4.1),100.0,97,AC,1.0
115,14187518,1591928426,APG4b_cs,APG4b,Balut,C++14 (GCC 5.4.1),100.0,306,AC,1.0
116,14187572,1591928633,APG4b_cr,APG4b,Balut,C++14 (GCC 5.4.1),100.0,119,AC,1.0
117,14187592,1591928736,abc084_a,abc084,Balut,C++14 (GCC 5.4.1),100.0,115,AC,1.0
118,14187632,1591928917,abc076_a,abc076,Balut,C++14 (GCC 5.4.1),100.0,126,AC,1.0
119,14187652,1591929007,abc074_a,abc074,Balut,C++14 (GCC 5.4.1),100.0,123,AC,1.0
120,14187683,1591929152,abc082_a,abc082,Balut,C++14 (GCC 5.4.1),100.0,128,AC,1.0
121,14195448,1591960294,abc142_a,abc142,Balut,Python3 (3.4.3),100.0,145,AC,17.0
122,14195711,1591961156,abc147_a,abc147,Balut,Python3 (3.4.3),100.0,227,AC,19.0
123,14195766,1591961340,abc146_a,abc146,Balut,Python3 (3.4.3),100.0,186,AC,17.0
124,14195930,1591961856,abc145_a,abc145,Balut,Python3 (3.4.3),100.0,135,AC,19.0
125,14195968,1591961995,abc144_a,abc144,Balut,Python3 (3.4.3),100.0,203,AC,18.0
126,14204980,1592008793,abc081_a,abc081,Balut,C++14 (GCC 5.4.1),100.0,271,AC,1.0
127,14205071,1592009351,APG4b_cq,APG4b,Balut,C++14 (GCC 5.4.1),100.0,612,AC,1.0
128,14205110,1592009606,abc088_a,abc088,Balut,C++14 (GCC 5.4.1),100.0,194,AC,1.0
129,14205129,1592009692,abc086_a,abc086,Balut,C++14 (GCC 5.4.1),0.0,195,CE,
130,14205132,1592009739,abc086_a,abc086,Balut,C++14 (GCC 5.4.1),0.0,197,WA,1.0
131,14205149,1592009842,abc086_a,abc086,Balut,C++14 (GCC 5.4.1),100.0,197,AC,1.0
132,14205165,1592009988,abc083_a,abc083,Balut,C++14 (GCC 5.4.1),100.0,289,AC,1.0
133,14205183,1592010104,abc080_a,abc080,Balut,C++14 (GCC 5.4.1),100.0,196,AC,1.0
134,14205277,1592010555,abc079_a,abc079,Balut,C++14 (GCC 5.4.1),100.0,370,AC,1.0
135,14220119,1592049677,tokiomarine2020_a,tokiomarine2020,Balut,Python (3.8.2),100.0,127,AC,25.0
136,14229089,1592050320,tokiomarine2020_b,tokiomarine2020,Balut,Python (3.8.2),0.0,323,WA,24.0
137,14230389,1592050487,tokiomarine2020_b,tokiomarine2020,Balut,Python (3.8.2),200.0,323,AC,23.0
138,14239797,1592052454,tokiomarine2020_c,tokiomarine2020,Balut,Python (3.8.2),0.0,397,TLE,2206.0
139,14242519,1592053242,tokiomarine2020_c,tokiomarine2020,Balut,PyPy3 (7.3.0),0.0,371,TLE,2208.0
140,14245694,1592054229,tokiomarine2020_c,tokiomarine2020,Balut,Python (3.8.2),0.0,445,TLE,2206.0
141,14246468,1592054481,tokiomarine2020_c,tokiomarine2020,Balut,Python (3.8.2),0.0,454,TLE,2206.0
142,14249168,1592055326,tokiomarine2020_c,tokiomarine2020,Balut,PyPy3 (7.3.0),0.0,410,TLE,2208.0
143,14255386,1592057342,tokiomarine2020_c,tokiomarine2020,Balut,Python (3.8.2),0.0,444,TLE,2207.0
144,14255753,1592057539,tokiomarine2020_c,tokiomarine2020,Balut,PyPy3 (7.3.0),0.0,418,TLE,2208.0
145,14268238,1592100883,tokiomarine2020_c,tokiomarine2020,Balut,Python (3.8.2),0.0,520,TLE,2206.0
146,14291002,1592136204,abc170_a,abc170,Balut,Python (3.8.2),100.0,236,AC,21.0
147,14303360,1592136652,abc170_b,abc170,Balut,Python (3.8.2),200.0,276,AC,24.0
148,14311274,1592137107,abc170_c,abc170,Balut,Python (3.8.2),300.0,429,AC,23.0
149,14326961,1592138485,abc170_d,abc170,Balut,Python (3.8.2),0.0,389,RE,2206.0
150,14332672,1592139107,abc170_d,abc170,Balut,Python (3.8.2),0.0,503,WA,2206.0
151,14364982,1592145669,abc170_d,abc170,Balut,Python (3.8.2),0.0,532,WA,215.0
152,14365186,1592145846,abc170_d,abc170,Balut,Python (3.8.2),0.0,615,WA,185.0
153,14365468,1592146079,abc170_d,abc170,Balut,Python (3.8.2),0.0,669,WA,243.0
154,14365870,1592146457,abc170_d,abc170,Balut,Python (3.8.2),0.0,703,WA,206.0
155,14366766,1592147347,abc170_d,abc170,Balut,Python (3.8.2),0.0,702,WA,185.0
156,14366986,1592147584,abc170_d,abc170,Balut,Python (3.8.2),0.0,694,WA,187.0
157,14367299,1592147931,abc170_d,abc170,Balut,Python (3.8.2),400.0,579,AC,274.0
158,14367951,1592148750,tokiomarine2020_c,tokiomarine2020,Balut,Python (3.8.2),0.0,667,TLE,2206.0
159,14368103,1592148986,tokiomarine2020_c,tokiomarine2020,Balut,Python (3.8.2),0.0,623,TLE,2206.0
160,14368134,1592149033,tokiomarine2020_c,tokiomarine2020,Balut,Python (3.8.2),0.0,650,TLE,2206.0
161,14368175,1592149092,tokiomarine2020_c,tokiomarine2020,Balut,PyPy3 (7.3.0),500.0,624,AC,244.0
162,14379830,1592195038,APG4b_cp,APG4b,Balut,C++14 (GCC 5.4.1),100.0,672,AC,1.0
163,14380002,1592195608,APG4b_co,APG4b,Balut,C++14 (GCC 5.4.1),100.0,384,AC,1.0
164,14380083,1592195824,APG4b_cn,APG4b,Balut,C++14 (GCC 5.4.1),100.0,294,AC,1.0
165,14380407,1592196762,APG4b_cm,APG4b,Balut,C++14 (GCC 5.4.1),0.0,280,WA,1.0
166,14380449,1592196889,APG4b_cm,APG4b,Balut,C++14 (GCC 5.4.1),100.0,306,AC,1.0
167,14381466,1592199418,APG4b_cl,APG4b,Balut,C++14 (GCC 5.4.1),0.0,543,WA,1.0
168,14381507,1592199536,APG4b_cl,APG4b,Balut,C++14 (GCC 5.4.1),100.0,526,AC,1.0
169,14394186,1592229753,abc084_a,abc084,Balut,C++14 (GCC 5.4.1),100.0,123,AC,1.0
170,14408485,1592296564,abc089_b,abc089,Balut,C++14 (GCC 5.4.1),200.0,393,AC,1.0
171,14410432,1592303577,abc073_b,abc073,Balut,C++14 (GCC 5.4.1),200.0,241,AC,2.0
172,14410635,1592304378,abc080_b,abc080,Balut,C++14 (GCC 5.4.1),200.0,357,AC,1.0
173,14410796,1592305098,abc076_b,abc076,Balut,C++14 (GCC 5.4.1),200.0,285,AC,1.0
174,14431875,1592392267,abc074_b,abc074,Balut,C++14 (GCC 5.4.1),200.0,328,AC,1.0
175,14457011,1592490063,abc159_d,abc159,Balut,Python (3.8.2),400.0,467,AC,216.0
176,14457615,1592491614,APG4b_ck,APG4b,Balut,C++ (GCC 9.2.1),100.0,362,AC,8.0
177,14463828,1592533523,abc057_b,abc057,Balut,Python (3.8.2),200.0,586,AC,25.0
178,14502010,1592659551,agc046_a,agc046,Balut,Python (3.8.2),200.0,214,AC,26.0
179,14531069,1592740936,abc171_a,abc171,Balut,Python (3.8.2),100.0,170,AC,29.0
180,14540401,1592741176,abc171_b,abc171,Balut,Python (3.8.2),200.0,252,AC,30.0
181,14553732,1592742135,abc171_c,abc171,Balut,Python (3.8.2),300.0,398,AC,33.0
182,14568902,1592743947,abc171_d,abc171,Balut,Python (3.8.2),0.0,411,TLE,2206.0
183,14570218,1592744145,abc171_d,abc171,Balut,PyPy3 (7.3.0),0.0,448,TLE,2208.0
184,14574626,1592744864,abc171_d,abc171,Balut,Python (3.8.2),400.0,514,AC,342.0
185,14602066,1592790614,APG4b_cj,APG4b,Balut,C++ (GCC 9.2.1),100.0,437,AC,5.0
186,14602146,1592790968,APG4b_ci,APG4b,Balut,C++ (GCC 9.2.1),100.0,162,AC,3.0
187,14619382,1592835750,abc168_b,abc168,Balut,Python (3.8.2),200.0,213,AC,27.0
188,14619725,1592836467,abc165_d,abc165,Balut,Python (3.8.2),400.0,200,AC,27.0
189,14627271,1592878451,abc143_a,abc143,Balut,C++ (GCC 9.2.1),100.0,195,AC,8.0
190,14627302,1592878618,abc141_a,abc141,Balut,C++ (GCC 9.2.1),100.0,234,AC,6.0
191,14627573,1592880296,APG4b_ch,APG4b,Balut,C++ (GCC 9.2.1),100.0,1591,AC,9.0
192,14707330,1593226470,dp_a,dp,Balut,Python (3.8.2),0.0,387,WA,122.0
193,14707342,1593226524,dp_a,dp,Balut,Python (3.8.2),100.0,387,AC,117.0
194,14725275,1593259289,abc172_a,abc172,Balut,Python (3.8.2),100.0,150,AC,31.0
195,14733253,1593259470,abc172_b,abc172,Balut,Python (3.8.2),200.0,225,AC,47.0
196,14744882,1593260395,abc172_c,abc172,Balut,Python (3.8.2),0.0,1055,WA,238.0
197,14773451,1593264791,abc172_d,abc172,Balut,Python (3.8.2),0.0,191,RE,23.0
198,14774545,1593264960,abc172_d,abc172,Balut,Python (3.8.2),0.0,520,TLE,3308.0
199,14876576,1593570429,APG4b_cg,APG4b,Balut,C++ (GCC 9.2.1),100.0,446,AC,6.0
200,14876691,1593570984,APG4b_cf,APG4b,Balut,C++ (GCC 9.2.1),100.0,601,AC,6.0
201,14913102,1593740152,APG4b_ce,APG4b,Balut,C++ (GCC 9.2.1),0.0,703,WA,8.0
202,14913118,1593740216,APG4b_ce,APG4b,Balut,C++ (GCC 9.2.1),100.0,702,AC,7.0
203,14923911,1593783423,abc172_c,abc172,Balut,Python (3.8.2),300.0,559,AC,221.0
204,14925012,1593786421,abc172_d,abc172,Balut,Python (3.8.2),400.0,251,AC,1654.0
205,14932158,1593834573,APG4b_cd,APG4b,Balut,C++ (GCC 9.2.1),100.0,1658,AC,6.0
206,14968061,1593950584,abc173_a,abc173,Balut,Python (3.8.2),100.0,201,AC,35.0
207,14981071,1593951061,abc173_b,abc173,Balut,Python (3.8.2),200.0,322,AC,140.0
208,15023049,1593958559,abc173_c,abc173,Balut,Python (3.8.2),300.0,675,AC,36.0
209,15035301,1594001943,agc008_a,agc008,Balut,Python (3.8.2),0.0,376,WA,31.0
210,15035527,1594002727,agc008_a,agc008,Balut,Python (3.8.2),0.0,429,WA,24.0
211,15035611,1594003057,agc008_a,agc008,Balut,Python (3.8.2),0.0,418,RE,31.0
212,15035638,1594003110,agc008_a,agc008,Balut,Python (3.8.2),300.0,444,AC,26.0
213,15043090,1594026106,abc173_c,abc173,Balut,Python (3.8.2),300.0,531,AC,57.0
214,15050804,1594045101,arc059_a,arc059,Balut,Python (3.8.2),200.0,265,AC,25.0
215,15095978,1594260533,APG4b_cc,APG4b,Balut,C++ (GCC 9.2.1),100.0,1267,AC,7.0
216,15096062,1594260907,APG4b_cb,APG4b,Balut,C++ (GCC 9.2.1),100.0,1379,AC,62.0
217,15124263,1594390332,dp_a,dp,Balut,Python (3.8.2),0.0,433,RE,47.0
218,15124279,1594390357,dp_a,dp,Balut,Python (3.8.2),100.0,435,AC,119.0
219,15124532,1594390980,dp_a,dp,Balut,Python (3.8.2),100.0,447,AC,131.0
220,15124568,1594391088,dp_a,dp,Balut,Python (3.8.2),100.0,447,AC,123.0
221,15124843,1594391899,dp_b,dp,Balut,Python (3.8.2),0.0,411,TLE,2206.0
222,15124877,1594391996,dp_b,dp,Balut,PyPy3 (7.3.0),100.0,411,AC,163.0
223,15149187,1594469068,aising2020_a,aising2020,Balut,Python (3.8.2),100.0,232,AC,23.0
224,15152783,1594469248,aising2020_b,aising2020,Balut,Python (3.8.2),0.0,269,WA,27.0
225,15154388,1594469363,aising2020_b,aising2020,Balut,Python (3.8.2),200.0,269,AC,27.0
226,15160363,1594470145,aising2020_c,aising2020,Balut,Python (3.8.2),0.0,445,TLE,2205.0
227,15162823,1594470609,aising2020_c,aising2020,Balut,Python (3.8.2),0.0,424,TLE,2206.0
228,15163635,1594470768,aising2020_c,aising2020,Balut,PyPy3 (7.3.0),0.0,424,WA,656.0
229,15164072,1594470858,aising2020_c,aising2020,Balut,PyPy3 (7.3.0),0.0,407,WA,358.0
230,15169423,1594472062,aising2020_c,aising2020,Balut,Python (3.8.2),0.0,584,TLE,2206.0
231,15170864,1594472413,aising2020_c,aising2020,Balut,Python (3.8.2),0.0,584,TLE,2206.0
232,15173521,1594473062,aising2020_c,aising2020,Balut,PyPy3 (7.3.0),0.0,584,WA,1189.0
233,15175093,1594473457,aising2020_c,aising2020,Balut,PyPy3 (7.3.0),0.0,587,TLE,2207.0
234,15176461,1594473798,aising2020_c,aising2020,Balut,PyPy3 (7.3.0),0.0,611,TLE,2207.0
235,15180559,1594474728,aising2020_c,aising2020,Balut,Python (3.8.2),300.0,420,AC,331.0
236,15195465,1594523054,arc094_a,abc093,Balut,Python (3.8.2),300.0,320,AC,29.0
237,15217432,1594616435,abc040_c,abc040,Balut,Python (3.8.2),100.0,434,AC,130.0
238,15218062,1594618212,abc123_c,abc123,Balut,Python (3.8.2),0.0,192,WA,28.0
239,15218095,1594618318,abc123_c,abc123,Balut,Python (3.8.2),300.0,196,AC,30.0
240,15232615,1594689563,abc070_c,abc070,Balut,Python (3.8.2),300.0,430,AC,32.0
241,15232754,1594690334,arc078_a,abc067,Balut,Python (3.8.2),300.0,378,AC,163.0
242,15249673,1594774127,agc007_a,agc007,Balut,Python (3.8.2),200.0,286,AC,29.0
243,15265626,1594863251,code_formula_2014_final_c,code-formula-2014-final,Balut,Python (3.8.2),100.0,212,AC,35.0
244,15273918,1594904769,abc158_d,abc158,Balut,Python (3.8.2),0.0,353,TLE,2206.0
245,15274027,1594905146,abc158_d,abc158,Balut,Python (3.8.2),0.0,596,WA,1458.0
246,15274136,1594905426,abc158_d,abc158,Balut,Python (3.8.2),0.0,596,TLE,2201.0
247,15274157,1594905472,abc158_d,abc158,Balut,PyPy3 (7.3.0),0.0,596,TLE,2211.0
248,15274520,1594906489,abc158_d,abc158,Balut,Python (3.8.2),0.0,714,WA,288.0
249,15274765,1594907240,abc158_d,abc158,Balut,Python (3.8.2),0.0,586,WA,293.0
250,15274827,1594907423,abc158_d,abc158,Balut,Python (3.8.2),0.0,583,WA,296.0
251,15274899,1594907674,abc158_d,abc158,Balut,Python (3.8.2),400.0,589,AC,294.0
252,15276026,1594911267,agc036_a,agc036,Balut,Python (3.8.2),0.0,247,WA,25.0
253,15276106,1594911537,agc036_a,agc036,Balut,Python (3.8.2),0.0,269,WA,31.0
254,15276168,1594911726,agc036_a,agc036,Balut,Python (3.8.2),0.0,274,WA,33.0
255,15276203,1594911833,agc036_a,agc036,Balut,Python (3.8.2),0.0,276,WA,29.0
256,15276240,1594911964,agc036_a,agc036,Balut,Python (3.8.2),400.0,272,AC,27.0
257,15281395,1594956757,keyence2020_c,keyence2020,Balut,Python (3.8.2),0.0,306,RE,53.0
258,15281460,1594957154,keyence2020_c,keyence2020,Balut,Python (3.8.2),0.0,400,RE,53.0
259,15281500,1594957361,keyence2020_c,keyence2020,Balut,Python (3.8.2),0.0,454,WA,49.0
260,15281536,1594957533,keyence2020_c,keyence2020,Balut,Python (3.8.2),0.0,534,WA,53.0
261,15281569,1594957761,keyence2020_c,keyence2020,Balut,Python (3.8.2),400.0,262,AC,48.0
262,15301169,1595067779,agc039_a,agc039,Balut,Python (3.8.2),0.0,457,WA,29.0
263,15301217,1595067951,agc039_a,agc039,Balut,Python (3.8.2),0.0,504,WA,29.0
264,15301669,1595070247,agc039_a,agc039,Balut,Python (3.8.2),0.0,593,WA,30.0
265,15301848,1595071161,arc090_a,abc087,Balut,Python (3.8.2),300.0,322,AC,28.0
266,15302023,1595072019,agc039_a,agc039,Balut,Python (3.8.2),0.0,591,WA,27.0
267,15302169,1595072652,agc039_a,agc039,Balut,Python (3.8.2),0.0,589,WA,29.0
268,15302199,1595072772,agc039_a,agc039,Balut,Python (3.8.2),0.0,601,WA,29.0
269,15302258,1595072969,agc039_a,agc039,Balut,Python (3.8.2),0.0,664,WA,31.0
270,15302286,1595073092,agc039_a,agc039,Balut,Python (3.8.2),0.0,560,WA,30.0
271,15302317,1595073250,agc039_a,agc039,Balut,Python (3.8.2),0.0,610,WA,31.0
272,15302403,1595073634,agc039_a,agc039,Balut,Python (3.8.2),0.0,621,WA,27.0
273,15302468,1595073807,agc039_a,agc039,Balut,Python (3.8.2),0.0,704,WA,28.0
274,15302617,1595074202,agc039_a,agc039,Balut,Python (3.8.2),300.0,658,AC,28.0
275,15302654,1595074283,agc039_a,agc039,Balut,Python (3.8.2),300.0,646,AC,28.0
276,15311821,1595128304,code_festival_final_c,code-festival-2014-final,Balut,Python (3.8.2),0.0,379,WA,48.0
